status,id,type,title,author_1,author_2,author_3,author_4,author_5,author_6,author_7,author_8,author_9,author_10,booktitle,editor_1,editor_2,editor_3,editor_4,editor_5,editor_6,editor_7,editor_8,editor_9,editor_10,journal,volume,issue,publisher,pages,year,main_theme,secondary_theme,lang,link,doi,publication_country,search_term,rest
matched,Edwards_2018,book,"Global Education Policy, Impact Evaluations, and Alternatives","Edwards, D. Brent",,,,,,,,,,,,,,,,,,,,,,,,Springer ,,2018,['Policy related research'],[],English,,10.1007/978-3-319-75142-9,,,
matched,2018,book,Geography Education for Global Understanding,"Demirci, Ali","González, Rafael de Miguel","Bednarz, Sarah Witham",,,,,,,,,"Demirci, Ali","González, Rafael de Miguel","Bednarz, Sarah Witham",,,,,,,,,,,Springer ,,2018,['Formal Education'],[],English,https://link.springer.com/book/10.1007%2F978-3-319-77216-5,10.1007/978-3-319-77216-5,,,
matched,Sharma_2018,book,Value-Creating Global Citizenship Education,"Sharma, Namrata",,,,,,,,,,,,,,,,,,,,,,,,Springer ,,2018,"['conceptual publications', 'Theoretical']",[],English,https://link.springer.com/book/10.1007/978-3-319-78244-7,10.1007/978-3-319-78244-7,,,
matched,2018,book,Teaching Tolerance in a Globalized World,"Sandoval-Hernández, Andrés","Isac, Maria Magdalena","Miranda, Daniel",,,,,,,,,"Sandoval-Hernández, Andrés","Isac, Maria Magdalena","Miranda, Daniel",,,,,,,,,,,Springer,,2018,['Formal Education'],[],English,https://link.springer.com/book/10.1007/978-3-319-78692-6,10.1007/978-3-319-78692-6,,,
matched,2018,book,Human Rights in Higher Education,"Kingston, Lindsey N.",,,,,,,,,,,"Kingston, Lindsey N.",,,,,,,,,,,,,Springer ,,2018,['Higher education research'],[],English,https://www.palgrave.com/la/book/9783319914206,10.1007/978-3-319-91421-3,,,
matched,Bourn_2018,book,Understanding Global Skills for 21st Century Professions,"Bourn, Douglas",,,,,,,,,,,,,,,,,,,,,,,,Springer,,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.palgrave.com/de/book/9783319976549,10.1007/978-3-319-97655-6,,,
matched,2018,book,Conceptual Shifts and Contextualized Practices in Education for Glocal Interaction,"Selvi, Ali Fuad","Rudolph, Nathanael",,,,,,,,,,"Selvi, Ali Fuad","Rudolph, Nathanael",,,,,,,,,,,,Springer,,2018,['Non-formal education'],"['Informal education including youth work, media', 'community work']",English,https://www.springer.com/gb/book/9789811064203#aboutBook,10.1007/978-981-10-6421-0,,,
matched,2018,book,Conceptual Shifts and Contextualized Practices in Education for Glocal Interaction,"Selvi, Ali Fuad","Rudolph, Nathanael",,,,,,,,,,"Selvi, Ali Fuad","Rudolph, Nathanael",,,,,,,,,,,,Springer,,2018,"['community work', 'Informal education including youth work, media']",[],English,https://www.springer.com/gb/book/9789811064203#aboutBook,10.1007/978-981-10-6421-0,,,
matched,Li_2019,book,Global Higher Education Shared Communities,"Li, Jian",,,,,,,,,,,,,,,,,,,,,,,,Springer,,2019,['Higher education research'],['Policy related research'],English,,10.1007/978-981-13-7763-1,,,
matched,2019,book,Children′s Rights and Sustainable Development,"Fenton-Glynn, Claire",,,,,,,,,,,"Fenton-Glynn, Claire",,,,,,,,,,,,,Cambridge University Press,,2019,"['conceptual publications', 'Theoretical']",['Formal Education'],English,,10.1017/9781108140348,,,
matched,2019,book,Children′s Rights and Sustainable Development,"Phoenix, Ann",,,,,,,,,,"Transnational Perspectives on Democracy, Citizenship, Human Rights and Peace Education","Fenton-Glynn, Claire",,,,,,,,,,,,,Cambridge University Press,197-216,2019,"['community work', 'Informal education including youth work, media']",[],English,,10.1017/9781108140348,,,
matched,2020,book,English Language Teaching and Teacher Education in East Asia,"Tsui, Amy Bik May",,,,,,,,,,,"Tsui, Amy Bik May",,,,,,,,,,,,,Cambridge University Press,,2020,['Formal Education'],[],English,https://www.cambridge.org/us/academic/subjects/languages-linguistics/applied-linguistics-and-second-language-acquisition/english-language-teaching-and-teacher-education-east-asia-global-challenges-and-local-responses?format=HB,10.1017/9781108856218,,,
matched,2020,book,English Language Teaching and Teacher Education in East Asia,"Donadel, T. Z.",,,,,,,,,,,"Tsui, Amy Bik May",,,,,,,,,,,,,Cambridge University Press,,2020,['Higher education research'],"['conceptual publications', 'Theoretical']",Portuguese,https://repositorio.ufsm.br/handle/1/18516,10.1017/9781108856218,Brazil,Braz team,
matched,Bringle_2016,book,Service learning in psychology: Enhancing undergraduate education for the public good.,"Bringle, Robert G.","Reeb, Roger N.","Brown, Margaret A.","Ruiz, Ana I.",,,,,,,,,,,,,,,,,,,,,American Psychological Association,,2016,['Higher education research'],[],English,,10.1037/14803-000,,,
matched,Handa_2018,book,Education for Sustainability through Internationalisation,"Handa, Neera",,,,,,,,,,,,,,,,,,,,,,,,Palgrave Macmillan UK,,2018,"['community work', 'Informal education including youth work, media']",[],English,https://www.palgrave.com/de/book/9781137502964#aboutBook,10.1057/978-1-137-50297-1,,,
matched,Spiteri_2017,book,"Multiculturalism, Higher Education and Intercultural Communication","Spiteri, Damian",,,,,,,,,,,,,,,,,,,,,,,,Palgrave Macmillan UK,,2017,['Higher education research'],[],English,,10.1057/978-1-137-51367-0,,,
matched,2019,book,Human Rights in Africa,"Sahle, Eunice N. (Ed.).",,,,,,,,,,,"Sahle, Eunice N.",,,,,,,,,,,,,Palgrave Macmillan UK,,2019,"['conceptual publications', 'Theoretical']",['Formal Education'],English,,10.1057/978-1-137-51915-3,,,
matched,2016,book,Assembling and Governing the Higher Education Institution,"Shultz, Lynette","Viczko, Melody",,,,,,,,,,"Shultz, Lynette","Viczko, Melody",,,,,,,,,,,,Palgrave Macmillan UK,,2016,['Higher education research'],[],English,,10.1057/978-1-137-52261-0,,,
matched,2016,book,Civic Engagement and Community Service at Research Universities,"Soria, Krista M.","Mitchell, Tania D. (Eds.)",,,,,,,,,,"Soria, Krista M.","Mitchell, Tania D.",,,,,,,,,,,,Palgrave Macmillan UK,,2016,['Higher education research'],[],English,,10.1057/978-1-137-55312-6,,,
matched,2017,book,"Socially Just Pedagogies, Capabilities and Quality in Higher Education","Walker, Melanie","Wilson-Strydom, Merridy",,,,,,,,,,"Walker, Melanie","Wilson-Strydom, Merridy",,,,,,,,,,,,Palgrave Macmillan UK,,2017,['Higher education research'],[],English,,10.1057/978-1-137-55786-5,,,
matched,Orsini_Jones_2018,book,Intercultural Communicative Competence for Global Citizenship,"Orsini-Jones, Marina","Lee, Fiona",,,,,,,,,,,,,,,,,,,,,,,Palgrave Macmillan UK,,2018,['Higher education research'],[],English,,10.1057/978-1-137-58103-7,,,
matched,Orsini_Jones_2018,book,Intercultural Communicative Competence for Global Citizenship,"Orsini-Jones, Marina","Lee, Fiona",,,,,,,,,,,,,,,,,,,,,,,Palgrave Macmillan UK,,2018,"['community work', 'Informal education including youth work, media']",[],English,https://www.palgrave.com/de/book/9781137581020,10.1057/978-1-137-58103-7,,,
matched,2018,book,The Palgrave Handbook of Global Citizenship and Education,"Davies, Ian","Ho, Li-Ching","Kiwan, Dina","Peck, Carla L.","Peterson, Andrew","Sant, E.","Waghid, Yusef (Eds.).",,,,,"Davies, Ian","Ho, Li-Ching","Kiwan, Dina","Peck, Carla L.","Peterson, Andrew","Sant, Edda","Waghid, Yusef",,,,,,,Palgrave Macmillan UK,,2018,"['conceptual publications', 'Theoretical']",[],English,,10.1057/978-1-137-59733-5,,,
matched,2018,book,Curso de Especialización de Posgrado en Cooperación y Educación para el Desarrollo,"Martín, Vanessa Míguez","Cendán-Verdes, José Jesús","Rilo, L. (Coord.)",,,,,,,,,"Martín, Vanessa Míguez","Cendán-Verdes, José Jesús","Pérez, Lorena Rilo",,,,,,,,,,,Universidade da Coruña,,2018,['Policy related research'],[],Spanish,https://ruc.udc.es/dspace/bitstream/handle/2183/20825/M%c3%adguez_Mart%c3%adn_Vanessa_2018_Programa%20Curso_especial_posgrado_cooperacion_educac_desarrollo.pdf?sequence=12&isAllowed=y,10.17979/spudc.9788497496827,,EDUCACIÓN PARA EL DESARROLLO,
matched,2019,book,"Brokering Britain, Educating Citizens","Cooke, Melanie","Peutrell, Rob",,,,,,,,,,"Cooke, Melanie","Peutrell, Rob",,,,,,,,,,,,Multilingual Matters,,2019,"['conceptual publications', 'Theoretical']","['Teacher education', 'training of trainers']",English,,10.21832/9781788924634,,,
matched,2019,book,"Brokering Britain, Educating Citizens","Nikiforidou, Z.","Lavin-Miles, Z.","Luff, P.",,,,,,,,Teacher Education for Sustainable Development and Global Citizenship,"Cooke, Melanie","Peutrell, Rob",,,,,,,,,,,,Multilingual Matters,144-155,2019,"['conceptual publications', 'Theoretical']",[],English,,10.21832/cooke4627,,,
matched,AKKARI_2019,book,Les approches interculturelles en éducation : entre théorie et pratique,"Akkari, Abdeljalil","Radhouane, Myriam",,,,,,,,,,,,,,,,,,,,,,,Presses de l′Université Laval,,2019,"['conceptual publications', 'Theoretical']",['Formal Education'],French,https://www.pulaval.com/produit/les-approches-interculturelles-en-education-entre-theorie-et-pratique,10.2307/j.ctv1g2457j,Canada,,
matched,2019,book,Bildung für eine Welt in Transformation,"Lang-Wojtasik, Gregor (Ed.)",,,,,,,,,,,"Lang-Wojtasik, Gregor",,,,,,,,,,,,,Verlag Barbara Budrich,,2019,"['conceptual publications', 'Theoretical']",[],German,,10.2307/j.ctvpbnpz8,,,
matched,Koerrenz_2019,book,Internationalisierung des Lehramtsstudiums,"Koerrenz, Ralf","Friesen, Norm","Dickel, Mirka","Behrens, Roger","Lautensach, Alexander","Westphal, Euler Renato","Braungart, Anna",,,,,"Falkenhagen, Charlott","Grimm, Nancy","Volkmann, Laurenz",,,,,,,,,,,BRILL,,2019,"['training of trainers', 'Teacher education']",[],German,,10.30965/9783657728459,,,
matched,2020,book,BNE-Strukturen gemeinsam gestalten,"Keil, Andreas","Kuckuck, Miriam","Faßbender, Mira",,,,,,,,,"Keil, Andreas","Kuckuck, Miriam","Faßbender, Mira",,,,,,,,,,,Waxmann,,2020,"['training of trainers', 'Teacher education']",[],German,,10.31244/9783830991588,,,
matched,2019,book,Ecociudadanía. Retos de la educación ambiental ante los objetivos de desarrollo sostenible,"Limón-Domínguez, Dolores",,,,,,,,,,,"Limón-Domínguez, Dolores",,,,,,,,,,,,,Octaedro,,2019,"['conceptual publications', 'Theoretical']",[],Spanish,,10.36006/16168,,EDUCACIÓN PARA EL DESARROLLO SOSTENIBLE,
matched,2012,book,"General Education and the Development of Global Citizenship in Hong Kong, Taiwan and Mainland China","Jun, X.","Pak-Sheung, N.","Chunyan, C.",,,,,,,,,"Xing, Jun","Ng, Pak-Sheung","Cheng, Chloe",,,,,,,,,,,Routledge,,2012,['Formal Education'],[],English,https://www.routledge.com/General-Education-and-the-Development-of-Global-Citizenship-in-Hong-Kong/Xing-Ng-Cheng/p/book/9781138701113,10.4324/9780203083154,,,
matched,Culp_2019,book,Democratic Education in a Globalized World,"Culp, Julian",,,,,,,,,,,,,,,,,,,,,,,,Routledge,,2019,"['conceptual publications', 'Theoretical']",[],English,,10.4324/9780367136550,,,
matched,Culp_2019,book,Democratic Education in a Globalized World,"Culp, Julian",,,,,,,,,,"Transnational Perspectives on Democracy, Citizenship, Human Rights and Peace Education","Edge, Karen",,,,,,,,,,,,,Routledge,237-260,2019,"['conceptual publications', 'Theoretical']",[],English,,10.4324/9780367136550,,,
matched,2018,book,The Struggle for Citizenship Education in Egypt,"Dorio, Jason Nunzio","Abdou, Ehaab D.","Moheyeldine, Nashwa (Ed.).",,,,,,,,,"Dorio, Jason Nunzio","Abdou, Ehaab D.","Moheyeldine, Nashwa",,,,,,,,,,,Routledge,,2018,"['conceptual publications', 'Theoretical']",['Formal Education'],English,,10.4324/9780429029271,,,
matched,2018,book,The Struggle for Citizenship Education in Egypt,"O’Toole, B.",,,,,,,,,,Challenging Perceptions of Africa in Schools: Critical Approaches to Global Justice Education,"Dorio, Jason Nunzio","Abdou, Ehaab D.","Moheyeldine, Nashwa",,,,,,,,,,,Routledge,,2018,"['conceptual publications', 'Theoretical']",[],English,,10.4324/9780429029271,,,
matched,2019,book,Teacher Education and the Development of Democratic Citizenship in Europe,"Raiker, Andrea","Rautiainen, Matti","Saqipi, Blerim",,,,,,,,,"Raiker, Andrea","Rautiainen, Matti","Saqipi, Blerim",,,,,,,,,,,Routledge,,2019,"['training of trainers', 'Teacher education']",[],English,,10.4324/9780429030550,,,
matched,2019,book,Practices of Citizenship in East Africa,"Holma, Katariina","Kontinen, Tiina (Ed.).",,,,,,,,,,"Holma, Katariina","Kontinen, Tiina",,,,,,,,,,,,Routledge,,2019,"['conceptual publications', 'Theoretical']",['Formal Education'],English,,10.4324/9780429279171,,,
matched,2019,book,Practices of Citizenship in East Africa,"Holma, Katariina"," Kontinen, Tiina",,,,,,,,,Competing Frameworks: Global and National in Citizenship Education,"Holma, Katariina","Kontinen, Tiina",,,,,,,,,,,,Routledge,115-136,2019,"['training of trainers', 'Teacher education']",[],English,,10.4324/9780429279171,,,
matched,2019,book,Teacher Education for Sustainable Development and Global Citizenship,"Bamber, Philip (Ed.).",,,,,,,,,,,"Bamber, Philip",,,,,,,,,,,,,Routledge,,2019,"['training of trainers', 'Teacher education']","['conceptual publications', 'Theoretical']",English,,10.4324/9780429427053,,,
matched,2018,book,Challenges for Public Education,"Wilkinson, Jane","Niesche, Richard","Eacott, Scott",,,,,,,,,"Wilkinson, Jane","Niesche, Richard","Eacott, Scott",,,,,,,,,,,Routledge,,2018,['Policy related research'],[],English,https://www.routledge.com/Challenges-for-Public-Education-Reconceptualising-Educational-Leadership/Wilkinson-Niesche-Eacott/p/book/9781138348226,10.4324/9780429436765,,,
matched,2019,book,Issues in Teaching and Learning of Education for Sustainability,"Chang, Chew-Hung (Ed.)","Kidman, Gillian","Wi, Andy (Ed.).",,,,,,,,,"Chang, Chew-Hung","Kidman, Gillian","Wi, Andy",,,,,,,,,,,Routledge,,2019,"['conceptual publications', 'Theoretical']","['Teacher education', 'training of trainers']",English,,10.4324/9780429450433,,,
matched,2019,book,Issues in Teaching and Learning of Education for Sustainability,"Nguyahambi, A. M.","Kontinen, Tiina",,,,,,,,,Practices of Citizenship in East Africa: Perspectives from Philosophical Pragmatism,"Chang, Chew-Hung","Kidman, Gillian","Wi, Andy",,,,,,,,,,,Routledge,,2019,"['conceptual publications', 'Theoretical']",[],English,,10.4324/9780429450433,,,
matched,2019,book,Challenging Perceptions of Africa in Schools,"O’Toole, B.","Joseph, Ebun","Nyaluke, David",,,,,,,,,"O'Toole, Barbara","Joseph, Ebun","Nyaluke, David",,,,,,,,,,,Routledge,,2019,"['conceptual publications', 'Theoretical']",[],English,,10.4324/9780429467127,,,
matched,Teodoro_2020,book,Contesting the Global Development of Sustainable and Inclusive Education,"Teodoro, António",,,,,,,,,,,,,,,,,,,,,,,,Routledge,,2020,['Formal Education'],[],English,,10.4324/9781003013686,,,
matched,2018,book,Global Perspectives on International Student Experiences in Higher Education,"Bista, Krishna",,,,,,,,,,,"Bista, Krishna",,,,,,,,,,,,,Routledge,,2018,['Higher education research'],[],English,https://www.taylorfrancis.com/books/e/9781351625081,10.4324/9781315113456,,,
matched,2019,book,Exploring the Complexities in Global Citizenship Education,"Misiaszek, Lauren Ila",,,,,,,,,,,"Misiaszek, Lauren Ila",,,,,,,,,,,,,Routledge,,2019,"['conceptual publications', 'Theoretical']",[],English,https://www.routledge.com/Exploring-the-Complexities-in-Global-Citizenship-Education-Hard-Spaces/Misiaszek/p/book/9781138746954,10.4324/9781315180397,,,
matched,2019,book,Exploring the Complexities in Global Citizenship Education,"Misiaszek, Lauren Ila",,,,,,,,,,,"Misiaszek, Lauren Ila",,,,,,,,,,,,,Routledge,,2019,"['conceptual publications', 'Theoretical']",['Formal Education'],English,,10.4324/9781315180397,,,
matched,2019,book,Exploring the Complexities in Global Citizenship Education,"Starkey, Hugh",,,,,,,,,,"Transnational Perspectives on Democracy, Citizenship, Human Rights and Peace Education","Misiaszek, Lauren Ila",,,,,,,,,,,,,Routledge,179-196,2019,"['conceptual publications', 'Theoretical']",[],English,,10.4324/9781315180397,,,
