,type,title,author_1,author_2,author_3,author_4,author_5,author_6,author_7,author_8,author_9,author_10,year,publisher,main_theme,publisher_place,secondary_theme,lang,link,doi,publication_country,search_term,rest
2154,Report,Leren over duurzame ontwikkeling op school via systeemdenken.  Het aanbod van Djapo rond systeemdenken voorgesteld en geëvalueerd,"Juchtmans, G.","Knipprath, H.",,,,,,,,,2016,HIVA,['Formal Education'],KU Leuven,"['Teacher education', 'training of trainers']",Dutch,https://limo.libis.be/primo-explore/fulldisplay?docid=LIRIAS1897613&context=L&vid=Lirias&search_scope=Lirias&tab=default_tab&lang=en_US&fromSitemap=1,,,,
2157,Report,"Het verbinden van educatieve en organisatorische veranderingstrajecten voor duurzaam hoger onderwijs. UC Leuven-Limburg, Groep Management & Technologie.","Lambrechts, Wim","Rymenams, S. ",,,,,,,,,2016,,['Higher education research'],,['Formal Education'],Dutch,https://docplayer.nl/208167148-Het-verbinden-van-educatieve-en-organisatorische-veranderingstrajecten-voor-duurzaam-hoger-onderwijs.html,,,,
2159,Report,"Internationalisering in het primair onderwijs. Hogeschool van Amsterdam, Centre for Applied Research on Economics & Management.","Van Middelkoop, D.","Hogenstijn, M.",,,,,,,,,2016,,['Formal Education'],,['Policy related research'],Dutch,https://pure.hva.nl/ws/files/3834165/Onderzoeksrapport_Internationalisering_in_het_primair_onderwijs_def_160216.pdf,,,,
2160,Report,"Burgerschap. Basisbegrippen, Globalisering, De multiculturele samenleving. Universiteit Gent",Vakgroup Sociologie.,,,,,,,,,,2017,,"['training of trainers', 'Teacher education']",,['Formal Education'],Dutch,https://biblio.ugent.be/publication/8523004/file/8523005,,,,
2163,Report,Een duurzame internationale onderwijsrelatie.  Duurzame relatie met een school in Adawso (Ghana). Op: PlatformPraktijkontwikkeling.nl.,"Lindenburg, A.C.",,,,,,,,,,2017,WOSO,"['educational partnerships', 'International Volunteering, study visits']",Utrecht,"['Teacher education', 'training of trainers']",Dutch,https://www.plpo.nl/wp-content/uploads/2017/03/32_Lindenburg_Astrid_2017_03_Internationale_onderwijsrelatie_def.pdf,,,,
2169,Report,De wereld ontdekken in de klas. Hoe niewkomerkinderen met elkaar en met leerkrachten een gedeelde wereld creëren. CEPM-Radiant. Amsterdam.,"Van den Berg, B.","de Groot, I. (Ed.)",,,,,,,,,2018,,['Formal Education'],,"['Teacher education', 'training of trainers']",Dutch,https://repository.uvh.nl/uvh/bitstream/handle/11439/3249/De+wereld+ontdekken+in+de+klas+Van+den+Berg+&+De+Groot.pdf?sequence=1,,,,
2170,Report,Omgaan met diversiteit en meertaligheid in het basisonderwijs. Expertisebevordering van de lerarenopleiding. Handleiding voor lerarenopleiders in Suriname. Utrecht University,"Kambel, E.","Kester, E.P.","Le Pichon-Vorstman, E.","Schmeitz, M.",,,,,,,2018,,"['training of trainers', 'Teacher education']",,"['International Volunteering, study visits', 'educational partnerships']",Dutch,https://dspace.library.uu.nl/handle/1874/374093,,,,
2173,Report,De wereld maken.  Beta- en Technologiedidactiek voor een onzekere toekomst,"Savelsbergh, E.",,,,,,,,,,2019,De openbare les,"['conceptual publications', 'Theoretical']",Hogeschool Utrecht,['Formal Education'],Dutch,https://surfsharekit.nl/objectstore/e13ac182-81b9-41d7-97e9-3d2b75288041,,,,
2177,Report,Hoe Leerkrachten en scholen op weg gaan met het educatief aanbod van Djapo.  Een analyse in het kader van de mid-term evaluatie van het DjGP-Programma 2017-'21 van het Djapo,"Juchtmans, G.","Knipprath, H.",,,,,,,,,2020,HIVA,['Formal Education'],KU Leuven,"['Teacher education', 'training of trainers']",Dutch,https://djapo.be/wp-content/uploads/2021/02/Mid-termEvaluatie-Djapo.pdf,,,,
2178,Report,Diversi-Date Junior: Inspiratiebundel interlevensbeschouwelijke competenties in het lager onderwijs. Odisee.,"Callaert, J.","Decker de, Katrien",,,,,,,,,2020,,['Formal Education'],,"['Teacher education', 'training of trainers']",Dutch,https://limo.libis.be/primo-explore/fulldisplay?docid=LIRIAS3351310&context=L&vid=Lirias&search_scope=Lirias&tab=default_tab&lang=en_US&fromSitemap=1,,,,
2180,Report,Een ondeelbaar geheel aan duurzaamheidsdoelen : SDG’s in onderzoek en onderwijs aan UGent,"Block, T.",,,,,,,,,,2020,Centrum voor Duurzame Ontwikkeling,['Higher education research'],Gent,['Formal Education'],Dutch,https://biblio.ugent.be/publication/8680680,,,,
2182,Report,Estratégia Nacional de Educação para o Desenvolvimento Relatório de Acompanhamento 2018,"Coelho, La Salete","Costa, J.",,,,,,,,,2019,Comissão de Acompanhamento da Estratégia Nacional de Educação para o Desenvolvimento,['Policy related research'],Portugal,[],Portuguese,https://ened-portugal.pt/site/public/paginas/relatorios-de-acompanhamento-1-pt-8.pdf,,,,
2210,Report,Estratégia Nacional de Educação para o Desenvolvimento Relatório de Acompanhamento 2019,"Coelho, La Salete","Costa, J.",,,,,,,,,2020,Comissão de Acompanhamento da Estratégia Nacional de Educação para o Desenvolvimento,['Policy related research'],Portugal,[],Portuguese,https://ened-portugal.pt/pt/relatorios-de-acompanhamento-1,,,,
2211,Report,Avaliação Intermédia Estratégia Nacional de Educação para o Desenvolvimento 2018-2022 - Relatório de Avaliação,"Oliveira, Ana ","Carlos, Ana Isabel",,,,,,,,,2020,Logframe,['Policy related research'],Lisboa,[],Portuguese,https://ened-portugal.pt/pt/avaliacao-intermedia,,,,
2251,Report,De la educación para el desarrollo a la educación para la justicia global. diagnóstico de proyectos subvencionados por el ayuntamiento de Barcelona (2012-2017). Institut de Recerca en Educació (IRE.UB). Institut de Recerca en Educació (IRE-UB) Universitat de Barcelona,"Castejón Company, A.","García-Alba, Á.","Monzó Tatjé, M.","Rifà Dachs, J.","Rubio Serrano, L.",,,,,,2020,,['Policy related research'],,[],Spanish,http://diposit.ub.edu/dspace/bitstream/2445/164780/1/IRED-19_614-623.pdf,,,,
2287,Report,"Transitar de la Educación para el Desarrollo a la Educación para una Transición Emancipadora. Retos alternativos a la crisis civilizatoria de la Modernidad. Bilbao, Hegoa-UPV.","Celorio, J. J.",,,,,,,,,,2020,,"['conceptual publications', 'Theoretical']",,[],Spanish,https://publicaciones.hegoa.ehu.eus/uploads/pdfs/482/educacion_para_una_transicion_emancipadora.pdf?1608640482,,,,
2288,Report,"Indagación crítica, diálogo y compromiso social en los trabajos de investigación académicos. Aportes desde una experiencia de construcción colectiva. Bilbao, Hegoa-UPV.","Del Río, A.","Celorio, Gema",,,,,,,,,2020,,['Higher education research'],,[],Spanish,https://publicaciones.hegoa.ehu.eus/uploads/pdfs/444/Indagacion_compromiso_social_castellano.pdf?1582721004,,,,
2300,Report,Financiación de la educación para la ciudadanía global.,Coordinadora de Organizaciones para el Desarrollo,,,,,,,,,,2020,,['Policy related research'],,[],Spanish,https://coordinadoraongd.org/wp-content/uploads/2020/12/2020-08-13-Financiacion-de-la-ECG-FINAL.pdf,,,,
2302,Report,ACER 2017-18 Annual Report. Australian Council for Educational Research.,ACER,,,,,,,,,,2020,,['Policy related research'],,[],English,https://research.acer.edu.au/cgi/viewcontent.cgi?article=1021&context=ar,,,,
2342,Report,The role of education in addressing future challenges.,Bridge 47,,,,,,,,,,2020,,"['conceptual publications', 'Theoretical']",,[],English,Transformative Education power to address future challenges (bridge47.org),,,,
2375,Report,Social Contract Pedagogy: adialogical and deliberative model for Global Citizenship Education,"Desjardins, R.","Torres, Carlos Alberto","Wiksten, Susan",,,,,,,,2020,UNESCO,"['conceptual publications', 'Theoretical']",Paris,[],English,Social contract pedagogy: a dialogical and deliberative model for Global Citizenship Education - UNESCO Digital Library,,,,
2380,Report,"2020 Policy Paper on Public Responsibility, Financing and Governance of Higher Education. European Students' Union.",European Students' Union.,,,,,,,,,,2020,,['Policy related research'],,[],English,https://files.eric.ed.gov/fulltext/ED610895.pdf,,,,
2420,Report,Transformative Learning Journeys: Venturing into the wilds of Global Citizenship Education. Bridge 47,"Holthoff, T.","Salminen, S.",,,,,,,,,2020,,['Non-formal education'],,[],English,bridge47_transformativelearningjourneys2021_1.pdf,,,,
2528,Report,A comprehensive review of dissertations from 2010 to 2019 instructional practices and preparation for pre-service teachers in using multicultural and international Children’s and young Adult’s literature: A comprehensive systematic literature review (Doctoral of Philosophy). Sam Houston State University.,"Rice Shearer, R. D.",,,,,,,,,,2020,,['Non-formal education'],,[],English,https://www.proquest.com/docview/2515641591/48AE9711AF444F8DPQ/36?accountid=14511,,,,
2560,Report,"Daisaku Ikeda's Philosophy of Value-Creating Global Citizenship Education and Africana Humanism: Africa as the Continent of the 21st Century. Journal of Interdisciplinary Studies in Education, 9 spec iss, 69-79.","Stewart, W.",,,,,,,,,,2020,,"['conceptual publications', 'Theoretical']",,['Non-formal education'],English,https://files.eric.ed.gov/fulltext/EJ1265878.pdf,,,,
2584,Report,"Evaluating the Effect of Differentiated Inquiry-Based Science Lesson Modules on Gifted Students' Scientific Process Skills. Pegem Journal of Education and Instruction, 10(4), 1289-1324.","Ülger, B.","Çepni, S.",,,,,,,,,2020,,['Policy related research'],,[],English,https://files.eric.ed.gov/fulltext/EJ1275460.pdf,,,,
2585,Report,"Global Citizenship Education and Education for Sustainable Development in Latin America and the Caribbean. UNESCO, Education 2030.",UNESCO,,,,,,,,,,2021,,['Formal Education'],,['Non-formal education'],English,Global citizenship education and education for sustainable development in Latin America and the Caribbean: 2030 Education Agenda components in the curricula of the countries participating in Region... - UNESCO Digital Library,,,,
2652,Report,"PENSARE E PRATICARE L’EDUCAZIONE ALLA CITTADINANZA GLOBALE. La formazione all’ECG presso il Centro per la Cooperazione Internazionale Trento,Italia. Pubblicato nel 2020 dall’Ufficio Regionale UNESCO per la Scienza e la Cultura in Europa, Palazzo Zorzi, Castello 4930, 30122, Venezia, Italia e dal Centro per la Cooperazione Internazionale (CCI), Vicolo San Marco, 1, 38122, Trento, Italia",UNESCO,CCI,,,,,,,,,2020,,['Policy related research'],,"['conceptual publications', 'Theoretical']",Italian,https://gcedclearinghouse.org/sites/default/files/resources/210169ita.pdf,,,,
2667,Report,Nieobecny świat : edukacja globalna w podręcznikach: raport z analizy podręczników do edukacji wczesnoszkolnej,"Chomczyńska-Czepiel, A.","Baranowska, K.","Czepiel, K.",,,,,,,,2019,Ośrodek Działań Ekologicznych „Źródła”,['Formal Education'],Łódź,[],Polish,https://www.globalna.edu.pl/pliki/nieobecny_swiat_raport_z_analizy_podrecznikow.pdf,,,,
2672,Report,Edukacja globalna w polskiej pomocy,,,,,,,,,,,2015,"Ministerstwo Spraw Zagranicznych RP, Departament Współpracy Rozwojowej",['Policy related research'],Warszawa,[],Polish,,,,,
2684,Report,Edukacja globalna w podręcznikach do geografii i wiedzy o społeczeństwie: raport z analizy wybranych podręczników szkolnych pod kątem założeń edukacji globalnej (wersja uzupełniona),"Kielak, E.","Cieślikowska, D.","Kudarewska, A.",,,,,,,,2016,Grupa Zagranica,['Formal Education'],Warszawa,[],Polish,https://zagranica.org.pl/wp-content/uploads/2021/04/GZ_raport_analiza-podrecznikow_EG_geografia_WOS_2016.pdf,,,,
2685,Report,Edukacja globalna w procesie edukacyjnym,"Kielak, E.","Rybi-Trojanek, M.","Bartosik, Ł.",,,,,,,,2020,Grupa Zagranica,['Formal Education'],Warszawa,[],Polish,https://zagranica.org.pl/zasoby/,,,,
2723,Report,Edukacja globalna w szkole podstawowej: raport z badań,"Świdrowska, E.","Tragarz, M.",,,,,,,,,2018,CEO,['Formal Education'],Warszawa,[],Polish,https://globalna.ceo.org.pl/sites/globalna.ceo.org.pl/files/ceo_raport_www.pdf,,,,
2768,Report,"Globalisierung, nationalistische Trends und Bildung, In: Bayerischer Forschungsverbund „Die Zukunft der Demokratie“ (Hrsg): ForDemocracy 2020.","Scheunpflug, Annette",,,,,,,,,,2020,,"['conceptual publications', 'Theoretical']",,[],German,https://fordemocracy.hypotheses.org,,,,
2833,Report,"Sujeitos Que Lembram: Constituindo Narrativas Sobre Uma Proposta De Educação Intercultural Fronteiriça. Xviii Encontro Baiano De Educação Matemática. Uesc, Ilhéus, Bahia De 03 A 06 De Julho De 2019.","Grave, F. M.",,,,,,,,,,2019,,['Formal Education'],,"['Teacher education', 'training of trainers']",Portuguese,https://casilhero.com.br/ebem/mini/uploads/anexo_final/95203212f98ce1ba0df9b89338151dea.pdf,,Brazil,Braz team,
2834,Report,Um Diálogo Humanizador Como Processo Educativo Para Uma Educação Intercultural E Universal.  (2015) Anais Iv Ceduce,"Torres, Cristina Serafim","Rodrigues, J. F.",,,,,,,,,2015,Realize Editora,"['conceptual publications', 'Theoretical']",Campina Grande,['Formal Education'],Portuguese,http://editorarealize.com.br/editora/anais/ceduce/2015/TRABALHO_EV047_MD1_SA9_ID491_29052015113157.pdf,,Brazil,Braz team,
