id,type,title,author_1,author_2,author_3,author_4,author_5,author_6,author_7,author_8,author_9,author_10,book_editor_1,book_editor_2,book_editor_3,book_editor_4,book_editor_5,book_editor_6,book_editor_7,book_editor_8,book_editor_9,book_editor_10,in_book_title,book_publisher,book_publisher_place,pages,year,main_theme,secondary_theme,lang,link,doi,publication_country,search_term,rest
1589,Book,Aprendizaje-servicio y misión cívica de la universidad una propuesta de desarrollo. Barcelona: Octaedro,"Santos Rego, M. A.","Sotelino Losada, A.","Lorenzo Moledo, M. M.",,,,,,,,,,,,,,,,,,,Octaedro,Barcelona,,2015,['Higher education research'],[],Spanish,https://dialnet.unirioja.es/servlet/libro?codigo=653633,https://doi.org/10.4995/redu.2017.6001,,CIUDADANÍA GLOBAL,
208,Book,Bringing human rights education to US classrooms: Exemplary models from elementary grades to university,"Katz, S. R.","Spero, A. M. (Eds.).",,,,,,,,,,,,,,,,,,,,Palgrave Macmillan,New York,,2015,['Formal Education'],[],English,,https://doi.org/10.5195/rt.2015.248,,,
1393,Book,Educare cittadini globali: etnografia della cooperazione sull’acqua tra Nord e Sud del mondo,"Virgilio, F.",,,,,,,,,,,,,,,,,,,,,ETS,Pisa,,2012,"['educational partnerships', 'International Volunteering, study visits']",[],Italian,,https://doi.org/10.7340/anuac2239-625X-123,,,
1738,Book,Experiencias de formación política en los movimientos sociales,"Dañobeitia, O. et al.",,,,,,,,,,,,,,,,,,,,,Hegoa-Fundación Joxemi Zumalabe,Bilbao,,2016,['Non-formal education'],[],Spanish,http://publicaciones.hegoa.ehu.eus/uploads/pdfs/288/Experiencias_formacion_politica.pdf?1488539865,not found,,EDUCACIÓN PARA LA TRANSFORMACIÓN SOCIAL,
2147,Book,Memento d’éducation pour la justice sociale,"Pereira, I.",,,,,,,,,,,,,,,,,,,,,Les éditions de pédagogies radicales,,,2020,"['community work', 'Informal education including youth work, media']",[],French,https://pedaradicale.hypotheses.org/files/2020/09/Enseignement-pour-la-justice-sociale.pdf,not found,,,
2174,Book,"Het Globale Zuiden heeft nood aan rechtvaardigheid, niet aan hulp","Bogaert, K.","Mazijn, B.","De Smet, B.","Carlier, J.","Casier, M.",,,,,,,,,,,,,,,,,MO* - Mondiaal nieuws,Brussels,,2019,"['conceptual publications', 'Theoretical']",['Policy related research'],Dutch,,not found,,,
2791,Book,Reflexos Do Uso Das Metodologias Ativas Para O Desenvolvimento Da Cidadania Planetária Em Docentes De Áreas Interdisciplinares,"Arruda, J. S.","Silva, L. M.","Castro Filho, J. A.","Souza, J. L.",,,,,,,,,,,,,,,,,,Xx Encontro Internacional Sobre Gestão Ambiental E Meio Ambiente.,,,2018,"['training of trainers', 'Teacher education']",['Formal Education'],Portuguese,http://engemausp.submissao.com.br/20/anais/arquivos/312.pdf,not found,Brazil,Braz team,
2794,Book,Educação Ambiental E A Pedagogia Waldorf: Contribuições Para Uma Cidadania Planetária A Partir Do Estudo Do Processo Pedagógico Em Escolas De João Pessoa-Pb,"Ziegler, S.","Cavalcante, C.",,,,,,,,,,,,,,,,,,,,,,,2018,['Formal Education'],['Policy related research'],Portuguese,http://uece.br/eventos/spcp/anais/trabalhos_completos/247-38847-31032016-214708.pdf,not found,,Braz team,
2800,Book,Resgate De Saberes Integrais Na Formação De Professores Para Uma Cidadania Planetária,"Rigo, R. M.",,,,,,,,,,,,,,,,,,,,,,,,2016,['Non-formal education'],"['Teacher education', 'training of trainers']",Portuguese,http://uece.br/eventos/spcp/anais/trabalhos_completos/247-38623-21032016-134109.pdf,not found,Brazil,Braz team,
2802,Book,Educação Em Direitos Humanos Como Base Para A Prática De Uma Cidadania Planetária,"Leister, M. A.",,,,,,,,,,,,,,,,,,,,,,,,2016,"['conceptual publications', 'Theoretical']","['conceptual publications', 'Theoretical']",Portuguese,http://uece.br/eventos/spcp/anais/trabalhos_completos/247-38409-30032016-213925.pdf,not found,Brazil,Braz team,
2805,Book,Gestão Sistêmica: A Transdisciplinaridade Nas Políticas Governamentais,"Dos Santos, K. M.",,,,,,,,,,,,,,,,,,,,,,,,2016,['Policy related research'],['Policy related research'],Portuguese,http://uece.br/eventos/spcp/anais/trabalhos_completos/247-38738-30032016-204522.pdf,not found,Brazil,Braz team,
2812,Book,Educação Guarani: Vivência E Espiritualidade Uma Contribuição Para Uma Formação Humana Cidadã E Planetária,"De Menezes, A. L. T.","De Pinho, A. M. M.",,,,,,,,,,,,,,,,,,,,,,,2016,"['conceptual publications', 'Theoretical']",[],Portuguese,http://uece.br/eventos/spcp/anais/trabalhos_completos/247-1746-29032016-103416.pdf,not found,Brazil,Braz team,
2817,Book,História E Meio Ambiente: Um Diálogo Possível E Necessário,"Souza, F. D. C. S.",,,,,,,,,,,,,,,,,,,,,,,,2015,['Formal Education'],"['conceptual publications', 'Theoretical']",Portuguese,https://www.uricer.edu.br/site/pdfs/perspectiva/148_539.pdf,not found,Brazil,Braz team,
2819,Book,Resultados Iniciais Sobre A Estruturação De Práticas Educacionais Ecopedagogicas,"De Azevedo, G. X.",,,,,,,,,,,,,,,,,,,,,,,,2016,['Higher education research'],['Formal Education'],Portuguese,http://cepedgoias.com.br/edipe/viedipe/PDF/GT9%20Did%20Prat%20Estagio%20pdf/GT9%20gilson%20xavier%20de%20azevedo.pdf,not found,Brazil,Braz team,
2823,Book,Ética Da Alteridade E Lazer: Um Processo Complexo De Empoderamento De Mulheres,"Sampaio, T. M. V.",,,,,,,,,,,,,,,,,,,,,,,,2016,['Higher education research'],"['conceptual publications', 'Theoretical']",Portuguese,http://uece.br/eventos/spcp/anais/trabalhos_completos/247-38825-30032016-003013.pdf,not found,Brazil,Braz team,
2825,Book,A Questão Dos Refugiados Palestinos E Os Organismos Internacionais: A Busca Por Uma Educação Universal,"Lacerda, A. D. F.","Lustosa, F. G.",,,,,,,,,,,,,,,,,,,,,,,2016,['Higher education research'],['Formal Education'],Portuguese,,not found,Brazil,Braz team,
27,Book,From principles to practice in education for intercultural citizenship,"Byram, M.","Golubeva, I.","Hui, H.","Wagner, M. (Eds.).",,,,,,,,,,,,,,,,,,Multilingual Matters,"Bristol, UK",,2017,['Policy related research'],[],English,,not found,,,
28,Book,International perspectives on early years workforce development,"Campbell-Barr, V.","Georgeson, J. (Eds.).",,,,,,,,,,,,,,,,,,,,Critical Publishing,"Northwich, UK",,2015,['Policy related research'],[],English,,not found,,,
30,Book,"Global Education in Europe Revisited- Strategies and Structures: Policy, Practice and Challenges","Hartmeyer, H.","Wegimont, L. (Eds.).",,,,,,,,,,,,,,,,,,,,Waxmann,Münster,,2016,['Policy related research'],[],English,,not found,,,
207,Book,Research in Global Citizenship Education,"Harshman, J.","Augustine, T.","Merryfield, M. (Eds.).",,,,,,,,,,,,,,,,,,,Information Age,"Charlotte, NC",,2015,['Formal Education'],[],English,,not found,,,
302,Book,"Social justice education, globalization, and teacher education","Kambutu, J.","Nganga, L.",,,,,,,,,,,,,,,,,,,,Information Age,"Charlotte, NC",,2016,"['training of trainers', 'Teacher education']",[],English,,not found,,,
415,Book,Educational Reflections from Eritrea Learning for All: Eritrea-Finland Collaboration Project in Higher Education (2015-2017). University of Jyväskylä and Eritrea Institute of Technology,"Asfaha, Y.M.","Belay, A.","Eskelä-Haapanen, S.","Leskinen, M. (Eds.)",,,,,,,,,,,,,,,,,,University of Jyväskylä and Eritrea Institute of Technology.,,,2017,"['educational partnerships', 'International Volunteering, study visits']",[],English,https://jyx.jyu.fi/dspace/bitstream/handle/123456789/56236/ELFA.pdf?sequence=1,not found,,,
494,Book,Handbook of Research on Education for Participative Citizenship and Global Prosperity. Location IGI Global Disseminator of Knowledge,"Pineda-Alfonso, J. A.","De Alba-Fernandes, N.","Navarro-Medina, E.",,,,,,,,,,,,,,,,,,,Location IGI Global Disseminator of Knowledge,,,2018,['Formal Education'],['Non-formal education'],English,https://www.igi-global.com/book/handbook-research-education-participative-citizenship/203074,not found,,,
532,Book,"Global Development and Colonial Power: German Development Policy at Home and Abroad, Rowman & Littlefield International. Rowman and Littlefield International","Bendix, D.",,,,,,,,,,,,,,,,,,,,,Rowman and Littlefield International,,,2018,['Policy related research'],[],English,https://www.rowmaninternational.com/book/global_development_and_colonial_power/3-156-88f2d549-0fb6-4136-a1b0-f1b564dfe66d,not found,,,
534,Book,Challenges in global learning: dealing with education issues from an international perspective,"Kell, P.","Lian, A.","Black, P.","Koo, Y. L.",,,,,,,,,,,,,,,,,,Cambridge Scholars Publishing,Newcastle upon Tyne,,2017,['Policy related research'],[],English,https://www.cambridgescholars.com/download/sample/63550,not found,,,
582,Book,Global Education: Research & Writing on Global Issues,Education ForWorld Solutions,,,,,,,,,,,,,,,,,,,,,CreateSpace Independent Publishing Platform,,,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.educationforworldsolutions.org/Global_Education_Objectives&Themes.pdf,not found,,,
585,Book,Community-Based Global Learning: The Theory and Practice of Ethical Engagement at Home and Abroad,"Hartman, Eric","Kiely, Richard C.","Friedrichs, Jessica","Boettcher, Christopher",,,,,,,,,,,,,,,,,,,,,2018,"['conceptual publications', 'Theoretical']",[],English,https://books.google.co.uk/books?id=hYFoDwAAQBAJ&pg=PT1&dq=global+learning&hl=en&sa=X&ved=0ahUKEwi8sp3j5_XfAhWLUhUIHd2HCd0Q6AEIPzAD#v=onepage&q=global%20learning&f=false,not found,,,
587,Book,The Global Education Movement,"Kirkwood Tucker, T.F.",,,,,,,,,,,,,,,,,,,,,Narratives of Distinguished Global Scholars IAP,,,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.infoagepub.com/assets/files/fm/p59e20821370df/9781641130684_FM.pdf,not found,,,
589,Book,The Psychology of Global Citizenship: A Review of Theory and Research.,"Reysen, S.",Katzarska-Miller I.,,,,,,,,,,,,,,,,,,,,Lexington Books,,,2018,"['conceptual publications', 'Theoretical']",[],English,https://rowman.com/ISBN/9781498570305/The-Psychology-of-Global-Citizenship-A-Review-of-Theory-and-Research,not found,,,
592,Book,"Global Citizenship, Common Wealth and Uncommon Citizenships. Brill - Sense Publishers","Shultz, L.","Pillay, T.",,,,,,,,,,,,,,,,,,,,Brill Sense Publishers,,,2018,"['conceptual publications', 'Theoretical']",[],English,https://brill.com/view/title/39237?format=PBK,not found,,,
706,Book,The Global Education Guidebook: Humanizing K-12 Classrooms Worldwide Through Equitable Partnerships. Solution Tree,"Klein, J. D.",,,,,,,,,,,,,,,,,,,,,Solution Tree,,,2017,['Formal Education'],[],English,https://www.worldleadershipschool.com/cms/resources/jennifer-klein-book.pdf,not found,,,
710,Book,Ugandan Children's Literature and its Implications for Cultural and Global Learning in TEFL: An Extensive Reading Project Study,Schaidt S.,,,,,,,,,,,,,,,,,,,,,Narr Francke Attempto Verlag,,,2018,['Formal Education'],[],English,https://www.narr.de/ugandan-children-s-literature-and-its-implications-for-cultural-and-global-learning-in-tefl-18168-2,not found,,,
711,Book,PRINCIPLES FOR BUILDING HUMAN RIGHTS-INFUSED INTERCULTURAL COMPETENCIES Human Rights and Citizenship Education: An Intercultural Perspective,Tibbits F.,,,,,,,,,,,,,,,,,,,,,,,,2018,['Formal Education'],[],English,https://www.cambridgescholars.com/download/sample/64907,not found,,,
835,Book,Approaches to Learning and Teaching Global Perspectives: A Toolkit for International Teachers (Cambridge International Examinations),"Cotton, A.",,,,,,,,,,,,,,,,,,,,,Cambridge University Press,Cambridge,,2018,"['training of trainers', 'Teacher education']",[],English,https://www.cambridge.org/gb/education/subject/teaching-practice-and-professional-development/approaches-learning-and-teaching/approaches-learning-and-teaching-a-toolkit-international-teachers-primary-primary-cambridge-elevate-edition?isbn=9781108436953&format=PB,NOT FOUND,,,
837,Book,Approaches to Learning and Teaching Global Perspectives: A Toolkit for International Teachers,"Laycock, K.",,,,,,,,,,,,,,,,,,,,,Cambridge University Press,Cambridge,,2017,"['training of trainers', 'Teacher education']",[],English,,NOT FOUND,,,
917,Book,Teacher as Traveler: Enhancing the Intercultural Development of Teachers and Students,"Cushner, K.",,,,,,,,,,,,,,,,,,,,,Rowman & Littlefield BOOK.,,,2018,"['educational partnerships', 'International Volunteering, study visits']",[],English,https://rowman.com/ISBN/9781475838220/Teacher-as-Traveler-Enhancing-the-Intercultural-Development-of-Teachers-and-Students-2nd-Edition,NOT FOUND,,,
1104,Book,Competing Frameworks: Global and National in Citizenship Education,"Rapoport, A.",,,,,,,,,,,,,,,,,,,,,Information Age Publishing Inc,Charlotte,,2019,"['conceptual publications', 'Theoretical']",['Formal Education'],English,,NOT FOUND,,,
1106,Book,Educational content up close: examining the learning dimensions of Education for Sustainable Development and Global Citizenship Education,UNESCO.,,,,,,,,,,,,,,,,,,,,,UNESCO,Paris,,2019,"['conceptual publications', 'Theoretical']",[],English,,NOT FOUND,,,
1107,Book,Empowering Empowering students for just societies: a handbook for primary school teachers,UNESCO.,,,,,,,,,,,,,,,,,,,,,UNESCO,,,2019,"['training of trainers', 'Teacher education']","['conceptual publications', 'Theoretical']",English,,NOT FOUND,,,
1108,Book,Empowering students for just societies: a handbook for Secondary school teachers,UNESCO.,,,,,,,,,,,,,,,,,,,,,UNESCO,,,2019,"['training of trainers', 'Teacher education']","['conceptual publications', 'Theoretical']",English,,NOT FOUND,,,
1109,Book,Teaching and learning transformative engagement,UNESCO.,,,,,,,,,,,,,,,,,,,,,UNESCO,Paris,,2019,"['conceptual publications', 'Theoretical']",[],English,,NOT FOUND,,,
1110,Book,Education for Democratic Intercultural Citizenship,"Veugelers, W. (Ed.).",,,,,,,,,,,,,,,,,,,,,Brill,LEIDEN,,2019,"['conceptual publications', 'Theoretical']",['Formal Education'],English,,NOT FOUND,,,
1236,Book,"Alternatives - Les contre-récits pour combattre le discours de haine, Conseil de l'Europe","de Latour, A.","Perger, N.","Salaj, R.","Tocchi, C.","Viejo Otero, P.",,,,,,,,,,,,,,,,,,,,2017,"['community work', 'Informal education including youth work, media']",[],French,https://book.coe.int/fr/droits-de-l-homme-citoyennete-democratique-et-interculturalisme/7358-alternatives-les-contre-recits-pour-combattre-le-discours-de-haine.html,NOT FOUND,France,,
1285,Book,Das große Handbuch Unterricht & Erziehung in der Schule,O. Burow,S. Bornemann (Eds.),,,,,,,,,,,,,,,,,,,,Carl Link,Köln,,2018,['Formal Education'],[],German,,NOT FOUND,,,
1286,Book,Globale Bildung auf Reisen. Das Bildungsjahr an der Hermann-Lietz-Schule Schloss Bieberstein,R. Koerrenz (Ed.),,,,,,,,,,,,,,,,,,,,,Schöningh,Paderborn,,2015,['Formal Education'],[],German,,NOT FOUND,,,
1311,Book,Globales Lernen. Lehrbrief für den weiterbildenden Masterstudiengang 'Bildung und Nachhaltigkeit',"Berndt, C.","Veit, K.",,,,,,,,,,,,,,,,,,,,"Universität Rostock, Wissenschaftliche Weiterbildung",Rostock,,2015,['Higher education research'],[],German,,NOT FOUND,,,
1315,Book,Nachhaltigkeit als Thema in den Programmen und Angeboten der Volkshochschulen im Zeitverlauf [Elektronsiche Ressource]. Programmanalysen auf der Basis des digitalen Volkshochschulprogrammarchivs am Deutschen Institut für Erwachsenenbildung,"Burdukova, G.",,,,,,,,,,,,,,,,,,,,,DIE,Bonn,,2019,['Non-formal education'],[],German,http://www.die-bonn.de/doks/2019-nachhaltigkeit-01.pdf,NOT FOUND,,,
1316,Book,50 Spiele für mobile Kinder. Praxisnahe Anregungen für eine nachhaltige Mobilitätsbildung im Elementarbereich,"Kupsch, F.","Hänel, A.","Meenken, A.",,,,,,,,,,,,,,,,,,,Schneider Verlag Hohengehren,Baltmannsweiler,,2017,['Non-formal education'],[],German,,NOT FOUND,,,
1330,Book,Lehrerausbildung in vernetzten Lernumgebungen,"M. Meier, K. Ziepprecht",J. Mayer (Eds.),,,,,,,,,,,,,,,,,,,,Waxmann,New York,,2018,"['training of trainers', 'Teacher education']",[],German,,NOT FOUND,,,
1334,Book,Geographiedidaktik in Übersichten. Aktualisierte Auflage (3),A. Brucker (Ed.),,,,,,,,,,,,,,,,,,,,,Aulis Verlag,Köln,,2016,"['conceptual publications', 'Theoretical']",[],German,,NOT FOUND,,,
1335,Book,Rassismuskritische politische Bildung. Theorien - Konzepte - Orientierungen,"B. Hafeneger, K. Unkelbach",B. Widmaier (Eds.),,,,,,,,,,,,,,,,,,,,Wochenschau Verlag,Frankfurt,,2019,"['conceptual publications', 'Theoretical']",[],German,,NOT FOUND,,,
1336,Book,Globale Entwicklung als Lernbereich an Schulen? Kooperationen zwischen Lehrkräften und Nichtregierungsorganisationen,"Bludau, M.",,,,,,,,,,,,,,,,,,,,,Budrich UniPress Ltd,"Berlin, Toronto",,2016,"['conceptual publications', 'Theoretical']",[],German,,NOT FOUND,,,
1337,Book,Handlexikon Globales Lernen (2). überarbeitete und erweiterte Auflage,G. Lang-Wojtasik,U. Klemm (Eds.),,,,,,,,,,,,,,,,,,,,Klemm & Oelschläger,"Münster, Ulm",,2017,"['conceptual publications', 'Theoretical']",[],German,,NOT FOUND,,,
1340,Book,Unterricht im Lernbereich Globale Entwicklung. Der Kompetenzerwerb und seine Bedingungen,"Kater-Wettstädt, L.",,,,,,,,,,,,,,,,,,,,,Waxmann,New York,,2015,"['conceptual publications', 'Theoretical']",[],German,,NOT FOUND,,,
1341,Book,Globalisierung und Globales Lernen als ein Epizentrum politischer Erwachsenenbildung!? 1. Aufl,"Lang-Wojtasik, G.",,,,,,,,,,,,,,,,,,,,,Klemm + Oelschläger,Ulm,,2017,"['conceptual publications', 'Theoretical']",[],German,,NOT FOUND,,,
1342,Book,"Global Citizenship Education als Chance für die LehrerInnenbildung. Bestehende Praxis, Potenzial und Perspektiven am Beispiel der Pädagogischen Hochschule Wien","Mauric, U.",,,,,,,,,,,,,,,,,,,,,Waxmann,Münster,,2016,"['conceptual publications', 'Theoretical']",[],German,http://www.ciando.com/ebook/bid-2093118,NOT FOUND,,,
1343,Book,Globales Lernen im digitalen Zeitalter [1 Auflage],"N. Brendel, G. Schrüfer",I. Schwarz (Eds.),,,,,,,,,,,,,,,,,,,,Waxmann,New York,,2018,"['conceptual publications', 'Theoretical']",[],German,,NOT FOUND,,,
1344,Book,"Bildung 2030 - Sieben Trends, die die Bildung revolutionieren. Auflage (1)",O. Burow,C. Gallenkamp (Eds.),,,,,,,,,,,,,,,,,,,,Beltz,"Weinheim, Basel",,2017,"['conceptual publications', 'Theoretical']",[],German,http://www.beltz.de/de/nc/verlagsgruppe-beltz/gesamtprogramm.html?isbn=978-3-407-29499-9,NOT FOUND,,,
1345,Book,Bildung für nachhaltige Entwicklung. Eine Aufgabe für alle Fächer und Lernbereiche,R. Schmitt (Ed.),,,,,,,,,,,,,,,,,,,,,Zum 40-jährigen Jubiläum des Projektes 'Eine Welt in der Schule'. Zum 50-jährigen Jubiläum des Grundschulverbandes e.V. Frankfurt am Main: Grundschulverband e.V..,,,2019,"['conceptual publications', 'Theoretical']",[],German,,NOT FOUND,,,
1386,Book,Agenda 2030: Una sfida per la scuola: obiettivi e strategie per educare alla mondialità,"Fucecchi, A.","Nanni, A.",,,,,,,,,,,,,,,,,,,,Scholé.,,,2019,['Formal Education'],[],Italian,http://www.morcelliana.net/orso-blu/3745-agenda-2030-9788828400981.html,NOT FOUND,,,
1387,Book,Educare per una cittadinanza globale: Costruire un mondo giusto a partire dalla scuola,"Galiero, M.",,,,,,,,,,,,,,,,,,,,,EMI,Bologna,,2009,['Formal Education'],[],Italian,,NOT FOUND,,,
1391,Book,La musica e l’intercultura: progettualità: alla luce della dichiarazione del parlamento europeo sulla educazione allo sviluppo e alla cittadinanza globale attiva,"Merletti, C.","Cipollari, G.",,,,,,,,,,,,,,,,,,,,Martini Maria Cristina,Roma,,2014,"['community work', 'Informal education including youth work, media']",[],Italian,,NOT FOUND,,,
1395,Book,Chiamati alla cittadinanza: tra storie locali e globali: la metodologia del viaggio Focsiv,"Caio, G.","Lizzola, I. (A c. di).",,,,,,,,,,,,,,,,,,,,AVE Focsiv,Roma,,2011,['Non-formal education'],[],Italian,https://www.focsiv.it/collaborazioni/chiamati-alla-cittadinanza-tra-storie-locali-e-globali-la-metodologia-del-viaggio-focsiv/,NOT FOUND,,,
1398,Book,Da uomo marginale a cittadino globale: indagine sul consumo mediale degli immigrati in Umbria,"Bonerba, G.","Mazzoni, M.",,,,,,,,,,,,,,,,,,,,Carocci,Roma,,2013,['Policy related research'],[],Italian,http://www.carocci.it/index.php?option=com_carocci&task=schedalibro&Itemid=72&isbn=9788843063048,NOT FOUND,,,
1399,Book,La cultura della cittadinanza: itinerario europeo e contesto globale,"Corigliano, F.",,,,,,,,,,,,,,,,,,,,,Mimesis,"Milano, Udine",,2016,['Policy related research'],[],Italian,,NOT FOUND,,,
1402,Book,Verso un’educazione planetaria: per un futuro sostenibile,"Baroncelli, C. (A c. di).",,,,,,,,,,,,,,,,,,,,,La scuola,Brescia,,2012,"['training of trainers', 'Teacher education']",[],Italian,,NOT FOUND,,,
1418,Book,Educare alla mondialità. Conversazioni su don Lorenzo Milani,"Balducci, E.",,,,,,,,,,,,,,,,,,,,,Giunti,Firenze,,2007,"['conceptual publications', 'Theoretical']",[],Italian,,NOT FOUND,,,
1419,Book,"Il fenomeno migratorio: le recenti sanzioni penali, i mutamenti della realtà metropolitana e del diritto di cittadinanza in una società globale","Gentile, A.",,,,,,,,,,,,,,,,,,,,,Libreria Bonomo editrice,Bologna,,2012,"['conceptual publications', 'Theoretical']",[],Italian,,NOT FOUND,,,
1420,Book,La filosofia per un'educazione alla cittadinanza globale,"Guetti, C.",,,,,,,,,,,,,,,,,,,,,Armando Editore,,,2015,"['conceptual publications', 'Theoretical']",[],Italian,,NOT FOUND,,,
1421,Book,L’ educazione Soka: Creazione di valore e cittadinanza globale. (2 ed),"Ikeda, D.",,,,,,,,,,,,,,,,,,,,,Esperia,,,2013,"['conceptual publications', 'Theoretical']",[],Italian,,NOT FOUND,,,
1422,Book,Il patrimonio dell’Intercultura tra metodo e strumenti. il dialogo tra Globale e Locale,"Poletti, G. (A c. di).",,,,,,,,,,,,,,,,,,,,,Volta la carta,Ferrara,,2017,"['conceptual publications', 'Theoretical']",[],Italian,,NOT FOUND,,,
1423,Book,"Pedagogie per un mondo globale. Culture, panorami dell’educazione, prospettive","Premoli, S.",,,,,,,,,,,,,,,,,,,,,EGA,Torino,,2008,"['conceptual publications', 'Theoretical']",[],Italian,,NOT FOUND,,,
1424,Book,Da stranieri a cittadini: educazione interculturale e mondo globale,"Santerini, M.",,,,,,,,,,,,,,,,,,,,,Mondadori università-Mondadori education,Firenze,,2017,"['conceptual publications', 'Theoretical']",[],Italian,https://www.mondadorieducation.it/catalogo/da-stranieri-a-cittadini-0054948/,NOT FOUND,,,
1425,Book,Dall'intercultura alla giustizia sociale. Per un progetto pedagogico e politico di cittadinanza globale,Tarozzi M.,,,,,,,,,,,,,,,,,,,,,Franco Angeli Edizioni,Milano,,2015,"['conceptual publications', 'Theoretical']",[],Italian,https://www.francoangeli.it/Ricerca/scheda_libro.aspx?Id=22571,NOT FOUND,,,
1426,Book,Educazione alla cittadinanza. Comunità e diritti,"Tarozzi, M. (Ed.).",,,,,,,,,,,,,,,,,,,,,Guerini Studio,Milano,,2005,"['conceptual publications', 'Theoretical']",[],Italian,,NOT FOUND,,,
1433,Book,Manuale di pedagogia interculturale: risposte educative nella società globale,"Portera, A.",,,,,,,,,,,,,,,,,,,,,GLF editori Laterza,"Roma, Bari",,2013,[],[],Italian,,NOT FOUND,,,
1447,Book,A Educação para o Desenvolvimento no Ensino Superior Público em Portugal: Mapeamento de Representações e Análise de Experiências,"Caramelo, J.","Coelho, D.P.","Menezes, I. (Orgs.)",,,,,,,,,,,,,,,,,,,"Universidade do Porto, Faculdade de Psicologia e de Ciências da Educação, CIIE",Porto,,2020,['Formal Education'],[],Portuguese,Not yet available online,NOT FOUND,,,
1448,Book,Agente transformador,"Carvalho, E.",,,,,,,,,,,,,,,,,,,,,ABA Book (Associação Brasil América),Recife,,2020,['Formal Education'],[],Portuguese,https://www.amazon.com/Agente-Transformador-Portuguese-EDUARDO-CARVALHO-ebook/dp/B085Q43KRK/ref=sr_1_1?qid=1584722110&refinements=p_27%3AEDUARDO+CARVALHO&s=digital-text&sr=1-1&text=EDUARDO+CARVALHO,NOT FOUND,Brazil,,
1449,Book,Manual do Currículo Global - Formando cidadãos planetários em escolas brasileiras,"Ednir, M. (org.)",,,,,,,,,,,,,,,,,,,,,CECIP,Rio de Janeiro,,2013,['Formal Education'],[],Portuguese,http://www.cecip.org.br/site/manual-do-curriculo-global/,NOT FOUND,Brazil,,
1450,Book,Global schools: propostas de integração curricular da educação para o desenvolvimento e cidadania global no 1º e 2º CEB,"Neves, L.","Coelho, L.S. (coord.)",,,,,,,,,,,,,,,,,,,,Escola Superior de Educação do Instituto Politécnico de Viana do Castelo,Viana do Castelo,,2018,['Formal Education'],[],Portuguese,https://drive.google.com/file/d/1TO-WqMza3z0cBWD331oR1qVnNOqnp-8t/view,NOT FOUND,,,
1451,Book,"Empoderar crianças e jovens para a cidadania global. Fundamentos e programa com atividades e referências, da educação infantil ao ensino médio","Reimers, F.","Chopra, V.","Chung, C.K.","Higdong, J.","O'Donnel, E.B.",,,,,,,,,,,,,,,,,Moderna/Fundação Santilhana,São Paulo,,2017,['Formal Education'],[],Portuguese,,NOT FOUND,Brazil,,
1452,Book,"Referencial de Educação para o Desenvolvimento - Educação Pré-Escolar, Ensino Básico e Ensino Secundário","Torres, A.","Figueiredo, I.","Cardoso, J.","Pereira, L.T.","Neves, M.","Silva, R.",,,,,,,,,,,,,,,,Ministério da Educação,Lisboa,,2016,['Formal Education'],[],Portuguese,https://www.dge.mec.pt/sites/default/files/ECidadania/educacao_desenvolvimento/Documentos/referencial_de_educacao_para_o_desenvolvimento.pdf,NOT FOUND,,,
1453,Book,Educação para a cidadania global: preparando alunos para os desafios do século XXI,UNESCO,,,,,,,,,,,,,,,,,,,,,Representação da UNESCO no Brasil,Brasília,,2015,['Formal Education'],[],Portuguese,https://unesdoc.unesco.org/ark:/48223/pf0000234311,NOT FOUND,Brazil,,
1454,Book,Educação para a cidadania global: tópicos e objetivos de aprendizagem,UNESCO,,,,,,,,,,,,,,,,,,,,,Representação da UNESCO no Brasil,Brasília,,2016,['Formal Education'],[],Portuguese,https://unesdoc.unesco.org/ark:/48223/pf0000244826,NOT FOUND,Brazil,,
1475,Book,A Educação para o Desenvolvimento no Ensino Superior Público em Portugal: Mapeamento de Representações e Análise de Experiências,"Caramelo, J.","Coelho, D.P.","Menezes, I. (Orgs.)",,,,,,,,,,,,,,,,,,,"Universidade do Porto, Faculdade de Psicologia e de Ciências da Educação, CIIE",Porto,,2020,['Higher education research'],['Formal Education'],Portuguese,Not yet available online,NOT FOUND,,,
1484,Book,"Manual de Formação “É de Género? - Igualdade de Género, Diversidade e Cidadania Global""","Martins, F.","Pereira, S.C.","São João, P.","Monteiro, E.",,,,,,,,,,,,,,,,,,Santa,Maria da Feira,,2015,"['community work', 'Informal education including youth work, media']",['Non-formal education'],Portuguese,http://www.edegenero.pt/pdf/manual_edegenero.pdf,NOT FOUND,,,
1491,Book,Estudo O papel dos programas de voluntariado para a cooperação como estratégia de Educação para o Desenvolvimento em Portugal. ISU - Instituto de Solidariedade e Cooperação Universitária,"Palma, C. (Coord.)",,,,,,,,,,,,,,,,,,,,,ISU - Instituto de Solidariedade e Cooperação Universitária,,,2012,"['educational partnerships', 'International Volunteering, study visits']",[],Portuguese,https://docs.google.com/file/d/0B9_5dNLTLiHCaEQ5TlNlWUJlQmc/edit,NOT FOUND,,,ISBN 978-989-97804-0-8.
